attention,meditation,delta,theta,lowAplha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
54,37,937439,171317,44561,16141,73642,89875,8854,8466
54,37,1781864,452989,144831,338734,164314,93798,63229,14865
54,37,838859,162164,149511,198787,138851,53632,21008,23306
54,37,734584,84032,10205,11227,8042,21157,4034,865
54,37,330841,77651,68775,56817,40107,39364,74489,23161
54,37,2018833,671096,66897,127583,133132,130758,55111,20317
54,37,1664200,160308,22154,68230,149412,168395,16791,13230
54,37,119682,184687,26328,211514,85944,69297,71983,96666
54,37,1278488,72639,25740,34628,136988,352858,222652,53424
54,37,1956252,313497,214882,64656,220216,112368,11165,12180
48,41,1164630,89357,32154,33025,39834,14881,6511,1605
48,41,1487541,67913,48603,33426,52585,49963,16239,11413
48,41,1419877,68971,41571,24571,36854,18435,5342,5513
48,41,139124,280154,188532,138389,360474,159804,18139,11157
48,41,693226,83678,62013,232505,117280,70994,14765,9721
48,41,179296,4961,2327,2603,1437,3275,323,106
48,41,346999,54600,72168,71880,74025,94149,21696,10964
48,41,1150253,30189,11076,14970,13722,5570,1324,934
48,41,397210,26113,7261,15685,8922,16782,6453,783
48,41,1996184,88714,28260,17304,29475,43895,15585,3080
56,61,834471,64591,1920,67907,28118,14525,6736,9072
61,66,140757,4147,2973,550,2534,1263,522,757
53,80,152713,4976,2152,3662,2848,2298,1163,1409
44,61,407419,125932,19909,4147,49750,7653,3720,9622
44,61,984415,608964,183547,287644,129477,270976,49426,8805
44,61,1738757,598394,490822,115584,244913,188932,258297,113673
44,61,893209,52715,14613,22169,25694,10344,2123,2330
44,61,1398863,264392,82281,70992,40522,13699,11149,20113
41,51,535036,27261,5702,5700,4589,2808,1688,789
41,47,681652,65030,12554,19832,36572,14789,4101,10
